passenger_id,full_name,age,gender,nationality,marital_status,occupation,class,ticket_number,ticket_price,cabin_deck,embarkation_port,travel_purpose,journey_duration_days,siblings_spouses,parents_children,family_size,is_alone,family_survival_rate,boarding_position,lifeboat_access,medical_condition,mobility_score,emergency_response_time,evacuation_priority,wealth_index,age_group,fare_per_person,family_risk_score,survival_probability,survived
T2-052625,Richard Ivanov,23.3,Female,USA,Single,Tourism,2,472932,527.91,E,Queenstown,Leisure,3,0,1,2,0,0.32,857,0.42,Mild Chronic,85.9,22.6,High,1.26,Adult,263.96,0.76,0.0719,0
T2-052626,Joseph Davis,17.2,Male,UK,Single,Student,2,248988,354.49,C,Cherbourg,Business,13,3,1,5,0,0.71,243,0.74,Unknown,82.9,36.7,Low,0.65,Teen,70.9,0.96,0.0797,0
T2-052627,Elizabeth Anderson,22.4,Female,Brazil,Married,Business,1,716555,1107.24,C,Southampton,Relocation,5,1,0,2,0,0.16,157,0.87,Unknown,87.0,37.4,High,3.29,Adult,553.62,0.4,0.458,0
T2-052628,Fatima Silva,12.8,Male,UK,Single,Student,3,229491,201.05,F,Cherbourg,Business,8,0,0,1,1,0.69,431,0.32,Unknown,95.2,17.9,Low,0.5,Teen,201.05,0.69,0.0555,0
T2-052629,Elizabeth Gonzalez,85.0,Female,Germany,Single,Unknown,3,805703,142.99,F,Cherbourg,Leisure,12,0,1,2,0,0.04,176,0.41,Unknown,65.7,5.9,High,0.33,Senior,71.5,0.77,0.089,0
T2-052630,Patricia Garcia,56.4,Male,USA,Married,Student,1,529228,1044.49,Unknown,Cherbourg,Leisure,5,1,0,2,0,0.78,619,0.75,Unknown,71.0,5.2,Medium,3.38,Middle_Aged,522.24,0.5,0.6778,1
T2-052631,Susan Brown,11.6,Female,India,Single,Student,3,844911,92.43,F,Southampton,Business,11,0,0,1,1,0.18,424,0.4,Unknown,88.5,31.8,High,-0.06,Child,92.43,0.63,0.4774,1
T2-052632,Linda Miller,59.4,Female,Japan,Single,Tourism,3,727688,196.88,F,Cherbourg,Business,5,1,0,2,0,0.3,453,0.31,Mild Chronic,68.1,12.9,High,0.49,Middle_Aged,98.44,0.85,0.2077,0
T2-052633,Jennifer Hernandez,15.2,Female,USA,Single,Student,3,752191,273.53,G,Southampton,Relocation,4,0,0,1,1,0.0,27,0.09,Unknown,79.3,25.3,High,0.17,Teen,273.53,0.88,0.3094,1
T2-052634,Barbara Ivanov,23.7,Female,Japan,Single,Engineering,3,654660,120.31,E,Cherbourg,Business,8,1,0,2,0,0.27,637,0.48,Unknown,79.5,41.6,High,-0.17,Adult,60.16,0.72,0.285,0
T2-052635,Linda Brown,25.9,Female,Canada,Single,Tourism,2,182053,380.32,C,Queenstown,Leisure,11,0,1,2,0,0.24,706,0.61,Unknown,94.3,31.6,High,0.63,Adult,190.16,0.61,0.3156,0
T2-052636,Jennifer Wilson,23.3,Female,USA,Single,Laborer,3,928460,127.67,E,Southampton,Business,6,1,0,2,0,0.3,738,0.41,Mild Chronic,76.2,36.1,High,0.23,Adult,63.84,0.77,0.0522,0
T2-052637,Joseph Martinez,48.7,Male,USA,Single,Student,2,116186,353.9,C,Southampton,Leisure,3,1,0,2,0,0.69,122,0.79,Mild Chronic,61.4,11.5,Low,0.61,Middle_Aged,176.95,0.47,0.4374,1
T2-052638,Sofia Davis,49.1,Male,USA,Married,Business,3,705747,205.28,E,Cherbourg,Business,12,1,1,3,0,0.05,658,0.54,Unknown,84.1,50.8,Low,0.34,Middle_Aged,68.43,0.82,0.0302,0
T2-052639,Susan Ali,57.7,Male,UK,Married,Business,3,960773,114.03,G,Cherbourg,Family Visit,10,0,1,2,0,0.69,498,0.14,Unknown,68.4,16.5,Low,0.09,Middle_Aged,57.02,0.99,0.1156,1
T2-052640,John Lopez,36.4,Female,USA,Divorced,Engineering,3,525526,197.61,Unknown,Queenstown,Business,7,0,1,2,0,0.01,880,0.17,Unknown,72.8,15.8,High,0.16,Middle_Aged,98.8,0.96,0.2145,1
T2-052641,Aarav Rodriguez,31.6,Female,France,Married,Education,2,425441,566.28,E,Southampton,Leisure,10,0,0,1,1,0.01,655,0.44,Mild Chronic,77.2,19.8,High,1.16,Adult,566.28,0.6,0.3311,1
T2-052642,Elizabeth Garcia,39.0,Male,China,Married,Student,2,740356,420.38,D,Cherbourg,Business,7,1,0,2,0,0.48,810,0.5,Unknown,83.9,34.6,Low,1.01,Middle_Aged,210.19,0.7,0.1513,0
T2-052643,Susan Garcia,50.1,Male,India,Single,Business,3,499661,107.32,E,Southampton,Family Visit,4,1,0,2,0,0.42,40,0.49,Unknown,64.8,59.2,Low,-0.09,Middle_Aged,53.66,0.71,0.0459,0
T2-052644,Susan Gonzalez,21.6,Male,Canada,Married,Education,3,471190,192.9,F,Southampton,Leisure,11,0,0,1,1,0.43,265,0.33,Unknown,98.7,12.1,Low,0.55,Adult,192.9,0.69,0.1491,0
T2-052645,Fatima Lopez,23.1,Male,USA,Married,Tourism,3,437497,160.34,G,Cherbourg,Business,12,0,2,3,0,0.85,976,0.05,Mild Chronic,71.0,8.9,Low,0.18,Adult,53.45,1.21,0.1645,0
T2-052646,Michael Davis,26.0,Male,USA,Married,Healthcare,3,438043,149.19,E,Southampton,Relocation,7,0,0,1,1,0.12,914,0.43,Unknown,87.9,12.9,Low,0.32,Adult,149.19,0.61,0.0287,0
T2-052647,Michael Davis,75.0,Female,Japan,Married,Tourism,3,439546,147.54,E,Cherbourg,Leisure,5,0,0,1,1,0.89,999,0.39,Unknown,69.9,10.3,High,0.43,Senior,147.54,0.64,0.2225,0
T2-052648,Yuki Ivanov,20.7,Non-Binary,UK,Single,Student,3,749965,137.43,F,Cherbourg,Leisure,4,2,1,4,0,0.46,903,0.14,Mild Chronic,86.4,24.3,Low,0.17,Adult,34.36,1.29,0.2567,1
T2-052649,Fatima Williams,56.7,Male,USA,Single,Business,3,878502,148.99,G,Southampton,Business,3,1,2,4,0,0.55,833,0.18,Unknown,73.5,21.9,Low,0.04,Middle_Aged,37.25,1.26,0.0909,0
T2-052650,Lars Kim,22.8,Male,UK,Divorced,Military,3,618470,164.96,G,Cherbourg,Leisure,10,0,2,3,0,0.47,452,0.26,Unknown,86.9,12.6,Low,-0.13,Adult,54.99,1.04,0.135,0
T2-052651,David Martinez,30.8,Female,Canada,Divorced,Unknown,3,994612,166.54,G,Cherbourg,Business,8,0,1,2,0,0.43,11,0.16,Unknown,85.2,23.8,High,-0.25,Adult,83.27,0.97,0.4969,0
T2-052652,Aarav Brown,44.7,Male,Germany,Married,Business,3,800175,249.37,Unknown,Cherbourg,Leisure,4,0,1,2,0,0.17,949,0.22,Unknown,80.0,11.3,Low,0.25,Middle_Aged,124.68,0.92,0.1561,0
T2-052653,Elizabeth Sato,20.9,Male,China,Single,Business,3,767836,92.43,E,Queenstown,Leisure,13,1,0,2,0,0.12,773,0.4,Unknown,83.6,30.9,Low,0.1,Adult,46.22,0.78,0.0674,0
T2-052654,Joseph Johnson,25.5,Male,Canada,Divorced,Laborer,3,887411,95.89,G,Southampton,Leisure,7,0,1,2,0,0.61,102,0.13,Unknown,93.5,62.0,Low,0.21,Adult,47.94,1.0,0.031,0
T2-052655,Barbara Rodriguez,55.0,Female,USA,Divorced,Engineering,1,423612,1624.67,A,Cherbourg,Business,4,0,1,2,0,0.65,571,0.97,Unknown,72.9,28.5,High,5.19,Middle_Aged,812.34,0.32,0.5409,1
T2-052656,Lars Ivanov,20.1,Male,Germany,Single,Student,2,663490,492.49,C,Cherbourg,Leisure,5,1,0,2,0,0.63,290,0.77,Cardiovascular,64.7,42.3,Low,1.43,Adult,246.24,0.48,0.1362,0
T2-052657,Wei Hernandez,16.2,Female,UK,Single,Student,3,853483,97.57,F,Southampton,Relocation,9,0,0,1,1,0.12,510,0.29,Unknown,88.2,34.5,High,0.19,Teen,97.57,0.72,0.0919,0
T2-052658,Fatima Chen,18.1,Male,Canada,Married,Tourism,3,953088,126.95,F,New York,Business,5,0,0,1,1,0.37,585,0.29,Unknown,92.9,39.5,Low,0.44,Adult,126.95,0.72,0.0829,0
T2-052659,Elena Wilson,54.3,Female,France,Single,Unknown,3,650134,110.39,Unknown,Cherbourg,Leisure,5,1,0,2,0,0.07,901,0.23,Unknown,68.5,20.1,High,0.46,Middle_Aged,55.2,0.92,0.199,0
T2-052660,Wei Gonzalez,39.1,Female,UK,Married,Healthcare,3,502340,219.35,F,New York,Leisure,10,0,0,1,1,0.16,353,0.34,Unknown,77.6,6.9,High,0.23,Middle_Aged,219.35,0.68,0.436,1
T2-052661,James Lopez,34.6,Female,Japan,Single,Tourism,3,715952,213.89,Unknown,Cherbourg,Relocation,7,0,0,1,1,0.14,704,0.33,Unknown,80.9,20.1,High,0.39,Adult,213.89,0.69,0.165,0
T2-052662,Jennifer Smith,37.6,Male,UK,Married,Education,3,325821,176.51,Unknown,Southampton,Relocation,13,0,0,1,1,0.25,180,0.03,Mobility Impaired,33.7,15.5,Low,0.44,Middle_Aged,176.51,0.93,0.0401,0
T2-052663,Yuki Williams,50.6,Female,USA,Married,Education,3,470970,217.68,F,Southampton,Family Visit,4,0,1,2,0,0.8,146,0.37,Unknown,76.2,13.3,High,0.63,Middle_Aged,108.84,0.8,0.4729,0
T2-052664,Joseph Patel,40.3,Female,USA,Single,Laborer,3,809393,63.28,G,Southampton,Leisure,5,1,0,2,0,0.49,437,0.17,Mild Chronic,77.1,18.6,High,0.25,Middle_Aged,31.64,0.96,0.3391,1
T2-052665,Sofia Brown,19.4,Female,Canada,Married,Engineering,3,116315,155.45,E,Queenstown,Business,9,4,0,5,0,0.51,69,0.58,Unknown,89.5,29.8,High,0.17,Adult,31.09,1.09,0.3754,0
T2-052666,Susan Rodriguez,32.0,Female,France,Married,Tech,1,328734,1433.13,Unknown,Cherbourg,Family Visit,4,1,2,4,0,0.23,789,0.56,Unknown,89.3,34.9,High,4.6,Adult,358.28,0.95,0.6835,1
T2-052667,Elizabeth Silva,15.7,Male,UK,Single,Student,2,459900,633.97,Unknown,Southampton,Relocation,7,0,0,1,1,0.03,165,0.68,Unknown,99.7,10.2,Low,1.42,Teen,633.97,0.41,0.3058,1
T2-052668,Elizabeth Miller,52.1,Male,UK,Married,Healthcare,3,698485,124.33,F,Southampton,Business,13,0,0,1,1,0.09,118,0.27,Unknown,79.5,48.1,Low,0.29,Middle_Aged,124.33,0.73,0.0279,0
T2-052669,Lars Davis,41.8,Male,USA,Married,Business,3,905706,155.77,F,Southampton,Family Visit,4,0,2,3,0,0.42,915,0.36,Unknown,75.7,33.2,Low,-0.05,Middle_Aged,51.92,0.96,0.0953,0
T2-052670,Michael O'Connor,19.6,Male,Germany,Married,Tourism,3,300183,78.17,E,Cherbourg,Family Visit,4,0,0,1,1,0.16,260,0.48,Unknown,88.8,47.7,Low,0.01,Adult,78.17,0.57,0.072,0
T2-052671,Michael Lopez,16.6,Male,Canada,Single,Student,2,765908,231.99,C,Cherbourg,Business,7,0,0,1,1,0.01,536,0.97,Unknown,92.7,18.9,Low,0.25,Teen,231.99,0.17,0.4626,0
T2-052672,Susan Patel,72.3,Female,China,Single,Tourism,2,604752,304.79,E,Cherbourg,Leisure,9,1,1,3,0,0.09,776,0.47,Unknown,77.3,71.7,High,0.73,Senior,101.6,0.87,0.0307,0
T2-052673,Joseph Lopez,33.0,Female,India,Married,Student,3,989309,120.25,E,Southampton,Business,7,0,1,2,0,0.51,729,0.39,Mobility Impaired,30.3,21.3,High,-0.0,Adult,60.12,0.79,0.2159,0
T2-052674,Fatima Ali,15.1,Female,USA,Single,Student,1,766556,1423.82,D,Southampton,Business,6,1,0,2,0,0.23,8,0.47,Unknown,91.4,8.1,High,3.9,Teen,711.91,0.72,0.7191,1
T2-052675,Mateo Sato,34.9,Female,Germany,Single,Student,3,830626,144.16,F,Southampton,Relocation,7,2,0,3,0,0.91,968,0.41,Unknown,85.4,41.0,High,0.19,Adult,48.05,0.92,0.227,1
T2-052676,William Rodriguez,31.2,Female,Canada,Married,Student,3,655304,107.11,F,Southampton,Leisure,9,0,2,3,0,0.29,826,0.13,Unknown,81.7,13.4,High,0.06,Adult,35.7,1.15,0.3659,1
T2-052677,Joseph Jones,29.4,Female,France,Single,Military,1,305762,1108.14,B,Southampton,Family Visit,10,0,1,2,0,0.83,419,0.64,Mild Chronic,74.9,39.0,High,2.78,Adult,554.07,0.59,0.74,1
T2-052678,William Gonzalez,22.8,Male,Canada,Single,Business,3,821113,191.78,Unknown,Southampton,Leisure,12,0,0,1,1,0.99,693,0.06,Unknown,83.3,9.4,Low,0.33,Adult,191.78,0.9,0.2469,1
T2-052679,Lars Kim,31.4,Male,UK,Married,Unknown,2,421784,477.62,D,Cherbourg,Relocation,13,1,0,2,0,0.31,87,0.45,Unknown,83.1,7.3,Low,1.36,Adult,238.81,0.74,0.2504,0
T2-052680,Michael Anderson,11.4,Female,UK,Single,Student,1,661072,1144.4,A,Southampton,Business,8,0,0,1,1,0.36,77,1.0,Unknown,98.2,36.9,High,3.58,Child,1144.4,0.15,0.905,1
T2-052681,Elena Jones,38.0,Male,India,Married,Engineering,1,219193,1515.23,D,Cherbourg,Leisure,3,1,0,2,0,0.23,200,0.59,Unknown,86.8,18.2,Medium,4.35,Middle_Aged,757.62,0.63,0.1578,0
T2-052682,David Chen,42.8,Female,Germany,Married,Healthcare,3,996603,143.34,E,New York,Relocation,6,1,1,3,0,0.12,742,0.38,Cardiovascular,45.9,21.0,High,0.59,Middle_Aged,47.78,0.95,0.0772,0
T2-052683,Robert Rodriguez,16.9,Female,India,Single,Student,3,309531,70.17,E,Cherbourg,Leisure,8,2,1,4,0,0.76,125,0.46,Asthma,72.0,13.3,High,0.89,Teen,17.54,1.03,0.4852,0
T2-052684,William Smith,37.4,Non-Binary,Japan,Single,Healthcare,2,148516,235.3,E,Queenstown,Leisure,5,0,0,1,1,0.65,312,0.36,Asthma,75.5,13.9,Low,0.59,Middle_Aged,235.3,0.66,0.0959,0
T2-052685,Jennifer Miller,27.3,Male,Japan,Married,Unknown,2,177039,448.8,C,Southampton,Business,5,1,0,2,0,0.66,899,0.82,Mobility Impaired,37.9,40.0,Low,0.97,Adult,224.4,0.44,0.2765,1
T2-052686,Michael Müller,50.2,Male,UK,Married,Unknown,3,391735,155.97,E,Southampton,Leisure,10,0,0,1,1,0.48,75,0.46,Unknown,75.2,105.8,Low,0.6,Middle_Aged,155.97,0.58,0.0171,0
T2-052687,Lars Martinez,19.2,Female,Germany,Married,Student,3,642694,81.88,F,Southampton,Business,11,0,0,1,1,0.45,925,0.2,Unknown,93.9,22.0,High,0.18,Adult,81.88,0.79,0.3264,1
T2-052688,Lars Brown,31.0,Female,UK,Single,Business,2,450691,552.03,C,Southampton,Family Visit,11,0,0,1,1,0.0,279,0.64,Unknown,89.1,34.7,High,0.87,Adult,552.03,0.44,0.2683,0
T2-052689,Susan Silva,30.7,Female,UK,Married,Tech,3,816031,130.08,E,Southampton,Business,9,1,0,2,0,0.36,315,0.63,Cardiovascular,60.2,18.2,High,0.43,Adult,65.04,0.6,0.1689,0
T2-052690,Sofia Lopez,85.0,Female,UK,Single,Unknown,3,522545,198.96,G,Queenstown,Leisure,3,0,0,1,1,0.28,171,0.12,Unknown,60.0,20.0,High,-0.01,Senior,198.96,0.85,0.0459,0
T2-052691,Fatima Chen,21.6,Female,Germany,Married,Education,3,503994,142.16,Unknown,Cherbourg,Relocation,10,1,0,2,0,0.13,525,0.39,Cardiovascular,63.0,19.0,High,0.33,Adult,71.08,0.79,0.1167,0
T2-052692,Fatima Kim,28.3,Female,France,Married,Student,3,947152,182.56,F,Queenstown,Leisure,9,1,0,2,0,0.1,623,0.34,Unknown,91.6,12.2,High,-0.06,Adult,91.28,0.83,0.4701,0
T2-052693,David Williams,11.6,Male,Brazil,Single,Student,3,941506,98.07,E,Southampton,Leisure,13,1,1,3,0,0.41,236,0.22,Asthma,71.4,9.0,High,0.44,Child,32.69,1.07,0.3231,0
T2-052694,Michael Williams,42.7,Male,USA,Widowed,Laborer,1,121120,1466.12,A,Cherbourg,Leisure,12,0,1,2,0,0.67,990,0.93,Unknown,82.4,9.1,Medium,4.43,Middle_Aged,733.06,0.36,0.2264,0
T2-052695,Jennifer Gonzalez,31.5,Male,USA,Married,Military,3,980821,226.67,E,Cherbourg,Leisure,10,0,0,1,1,0.79,420,0.58,Unknown,79.7,59.4,Low,0.64,Adult,226.67,0.49,0.1667,0
T2-052696,Patricia Miller,27.4,Male,USA,Married,Healthcare,3,593836,176.21,Unknown,Southampton,Business,5,1,0,2,0,0.66,206,0.28,Unknown,89.9,21.1,Low,0.12,Adult,88.1,0.88,0.08,0
T2-052697,Susan Gonzalez,31.1,Male,France,Married,Student,3,470831,192.37,E,Southampton,Leisure,9,0,0,1,1,0.44,970,0.41,Mild Chronic,80.4,21.0,Low,0.32,Adult,192.37,0.62,0.2144,0
T2-052698,Fatima Davis,37.9,Female,Germany,Married,Tech,2,181530,519.82,E,Southampton,Leisure,13,1,1,3,0,0.23,943,0.44,Unknown,81.7,22.2,High,1.13,Middle_Aged,173.27,0.9,0.3148,0
T2-052699,John O'Connor,36.3,Female,Brazil,Married,Laborer,3,328050,230.08,G,New York,Leisure,12,1,0,2,0,0.1,69,0.2,Unknown,76.4,4.2,High,0.19,Middle_Aged,115.04,0.94,0.2049,1
T2-052700,Wei Rodriguez,31.4,Male,USA,Married,Laborer,3,405270,131.55,G,Cherbourg,Leisure,5,0,0,1,1,0.36,486,0.23,Unknown,78.9,11.3,Low,0.1,Adult,131.55,0.77,0.0862,0
T2-052701,Joseph Johnson,12.5,Male,China,Single,Student,3,307886,177.82,G,Cherbourg,Family Visit,3,2,0,3,0,0.16,841,0.15,Cardiovascular,51.1,12.7,Low,0.58,Teen,59.27,1.13,0.0236,0
T2-052702,James Davis,45.3,Female,USA,Married,Education,3,451059,197.7,E,Cherbourg,Leisure,5,1,0,2,0,0.18,972,0.29,Unknown,79.8,31.5,High,0.31,Middle_Aged,98.85,0.87,0.1594,1
T2-052703,Yuki Lopez,60.7,Female,USA,Divorced,Business,3,343766,109.22,F,Queenstown,Leisure,12,1,0,2,0,0.25,276,0.3,Unknown,77.7,62.8,High,0.32,Senior,54.61,0.86,0.082,0
T2-052704,David Ivanov,20.9,Male,USA,Married,Healthcare,3,164779,175.13,F,Queenstown,Business,11,2,2,5,0,0.02,28,0.35,Unknown,93.7,27.0,Low,0.28,Adult,35.03,1.27,0.0405,0
T2-052705,Richard Silva,85.0,Male,France,Married,Engineering,3,994634,122.51,E,Cherbourg,Relocation,5,0,0,1,1,0.62,649,0.72,Unknown,47.3,39.8,Low,0.1,Senior,122.51,0.37,0.0173,0
T2-052706,Elena Anderson,11.9,Male,USA,Single,Student,3,932930,163.31,F,Southampton,Leisure,7,1,0,2,0,0.24,277,0.55,Asthma,76.0,14.9,High,0.13,Child,81.66,0.66,0.3162,0
T2-052707,John Silva,85.0,Male,India,Married,Laborer,2,491838,444.84,C,Southampton,Relocation,10,0,1,2,0,0.57,194,0.68,Unknown,62.8,9.0,Low,0.59,Senior,222.42,0.56,0.1922,0
T2-052708,Richard Silva,60.1,Female,Brazil,Single,Unknown,3,817631,84.01,Unknown,Southampton,Business,13,1,0,2,0,0.0,619,0.31,Unknown,67.3,7.2,High,0.21,Senior,42.0,0.85,0.2505,0
T2-052709,Aarav Johnson,85.0,Male,USA,Divorced,Student,3,841651,202.89,Unknown,Cherbourg,Relocation,5,0,0,1,1,0.21,30,0.2,Unknown,57.2,12.8,Low,0.41,Senior,202.89,0.79,0.0388,0
T2-052710,Elena Wilson,70.4,Male,China,Married,Laborer,2,635288,594.61,E,Southampton,Leisure,3,0,1,2,0,0.54,35,0.53,Unknown,57.3,11.4,Low,1.22,Senior,297.3,0.68,0.0811,0
T2-052711,William Jones,27.7,Non-Binary,Germany,Single,Student,3,873496,172.62,G,Cherbourg,Leisure,8,0,0,1,1,0.79,799,0.0,Asthma,77.0,5.0,Low,0.04,Adult,172.62,0.95,0.1801,0
T2-052712,Mary Johnson,49.2,Female,USA,Married,Unknown,1,703253,1097.67,B,Southampton,Business,5,0,1,2,0,0.14,425,0.85,Unknown,78.7,28.6,High,3.16,Middle_Aged,548.84,0.42,0.7391,0
T2-052713,Linda Sato,44.5,Male,USA,Divorced,Healthcare,1,973030,1166.35,A,Southampton,Business,5,0,0,1,1,0.43,782,0.93,Unknown,76.1,12.4,Medium,3.55,Middle_Aged,1166.35,0.21,0.6964,0
T2-052714,Mary Ali,31.9,Male,USA,Single,Unknown,3,216639,112.75,G,Cherbourg,Family Visit,4,1,2,4,0,0.03,70,0.12,Unknown,94.0,25.7,Low,-0.13,Adult,28.19,1.3,0.0464,0
T2-052715,Lars Johnson,59.9,Female,USA,Single,Business,1,527181,96.44,C,Southampton,Leisure,12,0,0,1,1,0.31,943,0.86,Unknown,76.0,3.7,High,0.33,Middle_Aged,96.44,0.26,0.2298,0
T2-052716,Elena Rodriguez,26.9,Male,Canada,Divorced,Education,1,745595,623.87,Unknown,Southampton,Leisure,6,1,0,2,0,0.62,478,0.8,Unknown,82.1,20.1,Medium,1.63,Adult,311.94,0.46,0.2906,0
T2-052717,James Chen,16.8,Female,France,Single,Student,3,332007,251.31,F,Cherbourg,Leisure,13,0,1,2,0,0.67,511,0.34,Unknown,89.6,2.4,High,0.3,Teen,125.66,0.83,0.45,1
T2-052718,Elena Smith,72.0,Female,Canada,Married,Business,2,817082,605.56,E,Southampton,Relocation,13,0,1,2,0,0.78,139,0.4,Unknown,60.2,25.4,High,1.13,Senior,302.78,0.78,0.4014,1
T2-052719,John Chen,7.0,Female,UK,Single,Student,1,435030,2032.36,C,Cherbourg,Relocation,11,1,0,2,0,0.11,96,0.7,Mild Chronic,85.8,35.7,High,5.79,Child,1016.18,0.54,0.8499,1
T2-052720,Wei Chen,53.4,Female,UK,Married,Tech,3,900424,206.3,G,Southampton,Family Visit,9,1,1,3,0,0.35,145,0.04,Unknown,76.1,4.2,High,0.25,Middle_Aged,68.77,1.22,0.3721,1
T2-052721,Michael Rodriguez,29.7,Female,UK,Married,Tech,2,470342,345.54,D,New York,Leisure,12,0,1,2,0,0.04,135,0.61,Cardiovascular,48.4,12.2,High,0.5,Adult,172.77,0.61,0.1023,0
T2-052722,Elizabeth Brown,18.4,Female,Germany,Married,Tourism,3,162980,49.47,E,Southampton,Leisure,13,1,0,2,0,0.58,99,0.69,Unknown,89.2,7.5,High,0.06,Adult,24.74,0.55,0.8942,1
T2-052723,Sofia Müller,55.3,Female,Canada,Single,Healthcare,3,212669,135.18,F,New York,Relocation,7,0,0,1,1,0.85,459,0.39,Unknown,67.6,7.4,High,0.05,Middle_Aged,135.18,0.64,0.3724,0
T2-052724,Elena Müller,7.9,Male,USA,Single,Student,3,419584,167.99,G,Southampton,Leisure,8,1,1,3,0,0.21,569,0.2,Cardiovascular,71.1,31.5,High,-0.07,Child,56.0,1.09,0.1681,0
T2-052725,William Hernandez,33.6,Male,Canada,Married,Tourism,3,568867,169.61,E,Cherbourg,Business,5,1,0,2,0,0.14,423,0.24,Unknown,83.5,40.7,Low,0.42,Adult,84.8,0.91,0.3163,1
T2-052726,Aarav Miller,39.4,Female,France,Married,Healthcare,1,484707,974.75,A,Cherbourg,Family Visit,3,0,0,1,1,0.1,193,0.86,Unknown,84.1,34.6,High,3.3,Middle_Aged,974.75,0.26,0.4925,0
T2-052727,Joseph Johnson,19.0,Female,USA,Single,Business,3,302162,119.09,E,Cherbourg,Family Visit,5,1,0,2,0,0.32,39,0.53,Mild Chronic,79.1,25.9,High,0.16,Adult,59.54,0.68,0.3426,0
T2-052728,Wei Müller,22.8,Male,Canada,Married,Tourism,2,789037,488.41,D,Southampton,Business,8,0,1,2,0,0.37,874,0.73,Unknown,83.8,18.6,Low,0.86,Adult,244.2,0.52,0.1622,0
T2-052729,Elena Patel,25.5,Male,Japan,Married,Unknown,2,254195,433.82,D,Cherbourg,Family Visit,5,1,2,4,0,0.12,147,0.65,Unknown,89.4,58.7,Low,1.05,Adult,108.46,0.88,0.186,0
T2-052730,Fatima Sato,36.2,Male,Canada,Married,Business,2,320100,433.32,E,Southampton,Business,7,1,0,2,0,0.49,34,0.63,Unknown,83.8,26.4,Low,0.97,Middle_Aged,216.66,0.6,0.2769,0
T2-052731,Wei Sato,44.6,Male,UK,Divorced,Tourism,1,179096,1307.42,C,Southampton,Leisure,5,0,0,1,1,0.35,386,0.75,Unknown,72.4,18.7,Medium,3.64,Middle_Aged,1307.42,0.35,0.2658,0
T2-052732,Sofia Rodriguez,12.0,Female,Germany,Single,Student,3,447578,107.48,Unknown,Southampton,Leisure,13,1,1,3,0,0.13,214,0.35,Unknown,95.7,28.6,High,0.32,Child,35.83,0.97,0.3891,0
T2-052733,William Anderson,27.6,Female,India,Single,Healthcare,3,646668,207.02,E,Southampton,Relocation,8,1,0,2,0,0.26,237,0.43,Unknown,86.0,36.2,High,0.39,Adult,103.51,0.76,0.1975,0
T2-052734,Jennifer Martinez,22.1,Female,USA,Single,Healthcare,3,971225,87.63,G,Queenstown,Leisure,10,0,0,1,1,0.28,673,0.07,Asthma,69.1,3.6,High,-0.14,Adult,87.63,0.89,0.0604,0
T2-052735,Sofia Williams,74.9,Male,China,Single,Healthcare,3,410004,168.63,G,Cherbourg,Relocation,7,0,0,1,1,0.75,419,0.39,Mild Chronic,48.1,30.6,Low,-0.04,Senior,168.63,0.64,0.1284,0
T2-052736,Linda Lopez,48.8,Male,UK,Single,Military,3,379228,161.25,F,Queenstown,Relocation,12,0,0,1,1,0.18,601,0.26,Unknown,75.5,25.1,Low,0.12,Middle_Aged,161.25,0.74,0.0826,0
T2-052737,Jennifer Chen,27.8,Female,Canada,Single,Laborer,2,163623,666.57,C,Cherbourg,Relocation,11,1,0,2,0,0.65,193,0.64,Unknown,85.4,12.7,High,1.55,Adult,333.28,0.59,0.4386,0
T2-052738,Wei Garcia,15.9,Female,USA,Single,Student,2,743255,446.64,E,Southampton,Relocation,12,1,3,5,0,0.56,527,0.5,Mild Chronic,85.5,41.2,High,0.93,Teen,89.33,1.15,0.1346,0
T2-052739,Jennifer Anderson,29.1,Non-Binary,USA,Single,Unknown,3,790668,169.17,Unknown,Cherbourg,Relocation,11,0,0,1,1,0.55,166,0.49,Unknown,81.4,20.1,Low,0.11,Adult,169.17,0.56,0.2079,0
T2-052740,Richard Rodriguez,30.7,Non-Binary,France,Single,Student,2,267804,524.79,C,Southampton,Family Visit,4,0,1,2,0,0.59,203,0.78,Mild Chronic,73.6,10.6,Low,0.87,Adult,262.4,0.48,0.3448,0
T2-052741,Yuki Williams,10.3,Male,UK,Single,Student,3,814397,164.35,E,Southampton,Business,4,1,0,2,0,0.45,961,0.42,Unknown,93.0,5.6,High,0.14,Child,82.18,0.76,0.216,0
T2-052742,Elena Ali,82.6,Female,Brazil,Married,Healthcare,3,486733,136.3,G,New York,Leisure,3,2,0,3,0,0.06,796,0.38,Mobility Impaired,6.7,21.6,High,0.4,Senior,45.43,0.95,0.0437,0
T2-052743,Mary Kim,10.7,Female,Brazil,Single,Student,3,839396,258.71,E,Southampton,Leisure,10,1,1,3,0,0.67,567,0.47,Unknown,97.9,11.6,High,0.18,Child,86.24,0.87,0.2085,1
T2-052744,Barbara Garcia,27.7,Male,USA,Divorced,Healthcare,3,250411,175.43,G,Cherbourg,Leisure,13,1,0,2,0,0.18,575,0.07,Unknown,89.7,6.4,Low,0.37,Adult,87.72,1.04,0.0754,0
T2-052745,Michael Miller,21.1,Female,UK,Single,Laborer,2,508220,632.79,C,Queenstown,Leisure,9,0,0,1,1,0.18,378,0.92,Mild Chronic,78.4,42.5,High,0.98,Adult,632.79,0.21,0.5231,0
